TSid,dataSetName,variableName,spreadsheetKey,worksheetKey
Arc_070,Arc-HalletLake.McKay.2008,thickness,?,?
Arc_071,Arc-HalletLake.McKay.2009,duration,,
Arc_072,Arc-HalletLake.McKay.2010,BSi,,
Arc_073,Arc-HalletLake.McKay.2011,temperature,,
Arc_074,Arc-HalletLake.McKay.2012,uncertainty.temperature,,
LPD09ca5f8f,Africa-ColdAirCave.Sundqvist.2013,year,,
LPD13cec52d,Africa-LakeTanganyi.Tierney.2010,year,,
LPDc435dc77,Ant-105thkm.Vladimirova.2014,year,,
LPD4ac7774a,Ant-Ant2kicecoreGomezPeninsula,year,,
LPDeeb4a223,Ant-Ant2kicecoreIND25B5Coastal DML,year,,
LPD271cbe8a,Ant-Ant2kicecoreITASE 005FWestAnt,year,,
LPDe74f05f6,Ant-Ant2kicecoreITASSE 001AWAIS Divide,year,,
LPD52e25e89,Ant-BerknerIslan.Mulvaney.2002,year,,
LPD7a080d5d,Ant-CoastalDML.Thamban.2006,year,,
LPD47e000a9,Ant-DSS.Moy.2012,year,,
LPD1c9112c1,Ant-DomeC.Jouzel.2001,year,,
LPD441daba8,Ant-DomeC.Stenni.2001,year,,
LPD5a120ff2,Ant-DomeF.Horiuchi.2008,year,,
LPD7a4b774b,Ant-DomeF.Watanabe.1997,year,,
LPDeb6e47f4,Ant-Ferrigno.Thomas.2013,year,,
LPD4e15939c,Ant-HerculesN.Stenni.1999,year,,
LPD8ac3918d,Ant-JamesRossIsl.Mulvaney.2012,year,,
LPDe84ae8f3,Ant-MES.Bertler.2012,year,,
LPD15675a16,Ant-PlateauRemot.Cole-Dai.1996,year,,
LPD55194204,Ant-SipleStation.Mosley-Thompson.1990,year,,
LPD7d0e2dce,Ant-SiteDML05.Graf.2000,year,,
LPD28627938,Ant-SiteDML07.Graf.2000,year,,
LPDf8a604c5,Ant-SiteDML17.Graf.2000,year,,
LPD186b8cc3,Ant-TALDICE.Stenni.2011,year,,
LPD2c90e879,Ant-TalosDome.Stenni.2002,year,,
LPDbd61b5d6,Ant-TaylorDome.Steig.2000,year,,
LPDd32d0ab7,Ant-USITASE19991.Steig.2013,year,,
LPD6f67255e,Ant-USITASE20001.Steig.2013,year,,
LPD456b2d17,Ant-USITASE20002,year,,
LPD0ba3a7d7,Ant-USITASE20003,year,,
LPDe7684e74,Ant-USITASE20004.Steig.2013,year,,
LPDce2e9147,Ant-USITASE20004.Steig.2013,year,,
LPDff2ff8c2,Ant-USITASE20005.Steig.2013,year,,
LPD7ecfa0de,Ant-USITASE20006,year,,
LPDabb6a2b0,Ant-USITASE20011,year,,
LPD401ca5f0,Ant-USITASE20012,year,,
LPD76cc3879,Ant-USITASE20013,year,,
LPDbb4aa228,Ant-USITASE20014,year,,
LPDf573b48a,Ant-USITASE20015.Steig.2013,year,,
LPDef7224d4,Ant-USITASE20021,year,,
LPDc4e53498,Ant-USITASE20022,year,,
LPD5d77e4bb,Ant-USITASE20024.Steig.2013,year,,
LPD67107ce2,Ant-VLG.Bertler.2011,year,,
LPD77052c58,Ant-Vostok.Ekaykin.2014,year,,
LPD294aab71,Ant-WDC05A.Steig.2013,year,,
LPD3e2d7f17,Ant-WDC06A.Steig.2013,year,,
LPD1f0ccd16,Ant-WHG,year,,
LPD4c7e3422,Arc-Agassiz.Vinther.2008,year,,
LPDd772d958,Arc-AkademiiNauk.Opel.2013,year,,
LPD61423470,Arc-Arjeplog.Bjorklund.2014,year,,
LPDef885e61,Arc-Armarnaes.Bjorkelund.2013,year,,
LPDc64612ff,Arc-Austfonna.Isaksson.2005,year,,
LPD7136c002,Arc-Avam-Taimyr.Briffa.2008,year,,
LPDaba775b3,Arc-Bird2009,year,,
LPDa369c1ec,Arc-BrayaSo.DAndrea.2011,year,,
LPD877588cc,Arc-Briffa2008 Yam,year,,
LPD96c75ed7,Arc-Clegg2010,year,,
LPD973583d3,Arc-Cook2009,year,,
LPD32375e73,Arc-Crete.Vinther.2010,year,,
LPDef714694,Arc-DArrigo2005,year,,
LPD9b315578,Arc-DArrigo2006 Yuk,year,,
LPD14c0eb87,Arc-DArrigo2009 Cop,year,,
LPD47f78389,Arc-Dansgaard1969,year,,
LPDa66f0eec,Arc-Divine2001,year,,
LPD145a2b1a,Arc-Dye.Vinther.2010,year,,
LPD8cbee5a3,Arc-Esper2002,year,,
LPD0b88e99d,Arc-Fisher1983,year,,
LPDc734e082,Arc-Forfjordalen.Loader.2013,year,,
LPDfb881a01,Arc-GISP2.Grootes.1997,year,,
LPD81ccb2a8,Arc-GRIP.Vinther.2010,year,,
LPDfac77d12,Arc-GulfofAlaska.Gregory.2014,year,,
LPD26dc1687,Arc-HalletLake.McKay.2008,year,,
LPDa9470f21,Arc-HalletLake.McKay.2008,age,,
LPD6385fe0b,Arc-HaltiaHovi2007,year,,
LPD477f7f5a,Arc-Helama2010,year,,
LPDa7aa32f2,Arc-HudsonLake.Clegg.2011,year,,
LPD07da367f,Arc-Iceland.Bergthorsson.1969,year,,
LPD2d963782,Arc-Indigurka.Hughes.1999,year,,
LPD93674494,Arc-Jamtland.Bjorklund.2014,year,,
LPDdfb571ed,Arc-Jamtland.Gunnarson.2011,year,,
LPDc4907523,Arc-Kaufman2012,year,,
LPD7198aa90,Arc-Kirchhefer2001 For,year,,
LPD157a6cbf,Arc-Kittelfjall.Bjorkelund.2013,year,,
LPD24787d8f,Arc-Lake4.Rolland.2009,year,,
LPD9f4a4aa1,Arc-LakeDonardBa.Moore.2001,year,,
LPD5c802b82,Arc-LakePieni-Ka.Luoto.2010,year,,
LPD593b4e4c,Arc-Lamoureux1996,year,,
LPD3417a779,Arc-Larsen2011,year,,
LPD2ff8c27e,Arc-LenaRiver.MacDonald.1998,year,,
LPDcfa0deab,Arc-Lindholm2010Fennoscandia,year,,
LPDb6a2b040,Arc-Linge2009,year,,
LPD1ca5f076,Arc-Lomonosovfon.Divine.2013,year,,
LPDcc3879bb,Arc-Loso2006,year,,
LPD4aa228f5,Arc-Luoto2009,year,,
LPD73b48aef,Arc-MD992275.Jiang.2005,year,,
LPD7224d4c4,Arc-MackenzieDelta.Porter.2013,year,,
LPDe534985d,Arc-Malangenfjor.Hald.2011,year,,
LPD77e4bb67,Arc-Massa2012,year,,
LPD107ce277,Arc-NGRIP1.Vinther.2006,year,,
LPD052c5829,Arc-NGTB16.Fischer.1998,year,,
LPD4aab713e,Arc-NGTB18.Fischer.1998,year,,
LPD2d7f171f,Arc-NGTB21.Fischer.1998,year,,
LPD0ccd164c,Arc-Ojala2005,year,,
LPD7e3422d7,Arc-PennyIceCapP.Fisher.1998,year,,
LPD72d95861,Arc-PennyIceCapP.Okuyama.2003,year,,
LPD423470ef,Arc-Renland.Vinther.2008,year,,
LPD885e61c6,Arc-ScreamingLynx.Clegg.2011,year,,
LPD4612ff71,Arc-SoperLakeBaf.Hughen.2000,year,,
LPD36c002ab,Arc-StoreggaSlid.Sejrup.2011,year,,
LPDa775b3a3,Arc-Thomas2008,year,,
LPD69c1ec87,Arc-Tiljander2003,year,,
LPD7588cc96,Arc-Tjeggelvas.Bjorkelund.2013,year,,
LPDc75ed797,Arc-Tornetrask.Melvin.2013,year,,
LPD3583d332,Arc-Tornio.Loader.2011,year,,
LPD375e73ef,Arc-VoringPlateau.Berner.2011,year,,
LPD7146949b,Arc-WindyDome.2010.Kinnard,year,,
LPD31557814,Arc-Yamalia.Briffa.2013,year,,
LPDc0eb8747,Asia-10GK_P,year,,
LPDf78389a6,Asia-11YC_T,year,,
LPD6f0eec14,Asia-12YM_A,year,,
LPD5a2b1a8c,Asia-13YE_T,year,,
LPDbee5a30b,Asia-22DL_T,year,,
LPD88e99dc7,Asia-AGHERI,year,,
LPD34e082fb,Asia-AJTMJT,year,,
LPD881a0181,Asia-ANKHLS,year,,
LPDccb2a8fa,Asia-ASTABP,year,,
LPDc77d1226,Asia-ASTPIW,year,,
LPDdc1687a9,Asia-Aktru2.Panyushkina.2005,year,,
LPD470f2163,Asia-BAG1JU,year,,
LPD85fe0b47,Asia-BAG2JU,year,,
LPD7f7f5aa7,Asia-BAG4JU,year,,
LPDaa32f207,Asia-BAG5JU,year,,
LPDda367f2d,Asia-BARELC,year,,
LPD96378293,Asia-BAWSIC,year,,
LPD674494df,Asia-BAYHLS,year,,
LPDb571edc4,Asia-BDFLON,year,,
LPD90752371,Asia-BHULJR,year,,
LPD98aa9015,Asia-BHUTSP,year,,
LPD7a6cbf75,Asia-BHUTTD,year,,
LPD19c71424,Asia-BIARLS,year,,
LPD787d8f9f,Asia-BIGELS,year,,
LPD4a4aa143,Asia-BLKALS,year,,
LPDad5ca096,Asia-BONKJT,year,,
LPDe0777c5c,Asia-BUKCDD,year,,
LPD802b8259,Asia-BUKPIG,year,,
LPD3b4e4c34,Asia-BULGLS,year,,
LPD17a779aa,Asia-BURGPW,year,,
LPD9f3b4297,Asia-CAMGSP,year,,
LPD7ac5a7dd,Asia-CENTIB,year,,
LPD4977d452,Asia-CGPCDD,year,,
LPDe9897a7b,Asia-CGPPIG,year,,
LPD8f311167,Asia-CHDAND,year,,
LPD6b9cef32,Asia-CHEPCS,year,,
LPDa187d86a,Asia-CHOLPB,year,,
LPDb852740b,Asia-CHP2JU,year,,
LPD47a6b6aa,Asia-CHP3JU,year,,
LPD705743c7,Asia-CILAUP,year,,
LPDe6c6cb63,Asia-CentralChina.Wang.1998,year,,
LPDcf5a7dc2,Asia-DAOSIC,year,,
LPDdf8e7236,Asia-DAYNLS,year,,
LPDbdc57112,Asia-DDANJR,year,,
LPDa83820d7,Asia-DENSJT,year,,
LPDea7cdf0d,Asia-DEORLA,year,,
LPD9f88c38e,Asia-DEZQIN,year,,
LPD7db74a19,Asia-DHURPS,year,,
LPDabefc7e7,Asia-DLH1,year,,
LPD02d8d379,Asia-DLH2,year,,
LPD09608323,Asia-DLH3,year,,
LPD230947a8,Asia-DLH4,year,,
LPD7728dd43,Asia-DLH5,year,,
LPD7973f112,Asia-DLH6,year,,
LPD2970ebb1,Asia-DQHZHO,year,,
LPDdefdc836,Asia-DULAJP,year,,
LPD20e5557a,Asia-DUSHJP,year,,
LPD0d7d5703,Asia-Dasuopu.Thompson.2000,year,,
LPDa5e2f7bf,Asia-Djaz.Magda.2011,year,,
LPD477bc136,Asia-Dongge Cave,year,,
LPD08523ea7,Asia-Dongge Cave,age,,
LPDe1bb7395,Asia-DskJUE,year,,
LPD23e14070,Asia-Dunde,year,,
LPDe31571f5,Asia-ENEPAB,year,,
LPD51508b91,Asia-ENGILC,year,,
LPD1ce71d54,Asia-ESPERG,year,,
LPDb00a98bb,Asia-ESPPAK,year,,
LPDc4a761c5,Asia-EastChina.Wang.1990,year,,
LPD9b1278ec,Asia-EastChinareg.Wang.1998,year,,
LPDb011cfa2,Asia-FujianandTai.Wang.1998,year,,
LPDb1195ab7,Asia-GANGCD,year,,
LPDb3bfd166,Asia-GAYTTD,year,,
LPDa9c631c3,Asia-GEFKJT,year,,
LPD673982c1,Asia-GEYZSP,year,,
LPD4471611c,Asia-GHEGAN,year,,
LPD49f7ab7a,Asia-GHUNAB,year,,
LPD1e34c8c6,Asia-GHURCH,year,,
LPD40a77915,Asia-GOUQIN,year,,
LPDca22107a,Asia-GRAKJT,year,,
LPDb7192212,Asia-Guangdong.Zheng.1982,year,,
LPD235534ea,Asia-Guangdongand.Zhang.1980,year,,
LPD7331eb75,Asia-Guliya.Thompson.1997,year,,
LPD29f2461a,Asia-HBHXJP,year,,
LPD6f69262b,Asia-HBLXJP,year,,
LPDd5a57d95,Asia-HBMXJP,year,,
LPD57767b77,Asia-HEBQIN,year,,
LPD2045afe7,Asia-HENTLS,year,,
LPD4bbbb1a7,Asia-HOCKJT,year,,
LPD31d22ae8,Asia-HORBLS,year,,
LPDa2f7a0cb,Asia-HRPCSM,year,,
LPD28576734,Asia-HSE,year,,
LPD0eae2ec7,Asia-HSS,year,,
LPD74b31cab,Asia-HSW,year,,
LPD976c5ccd,Asia-HUASPI,year,,
LPD89f71d96,Asia-HXBURU,year,,
LPDf3a96207,Asia-HYGJUP,year,,
LPD3b6db73f,Asia-Heshang Cave,year,,
LPD4e361930,Asia-Heshang Cave,age,,
LPDb5a690ec,Asia-Hongyuan,year,,
LPDbc697744,Asia-Hongyuan,age,,
LPD73cf071c,Asia-HunanJiangsu.Zhang.1980,year,,
LPDf1e0ac7e,Asia-Hushre,year,,
LPDe9233019,Asia-ISBCDD,year,,
LPDe66ffafc,Asia-JANCD,year,,
LPD5a45a869,Asia-JOTPIG,year,,
LPDb77781bf,Asia-JUTPCS,year,,
LPD6f5e7732,Asia-Jabe.Ovchinnikov.2000,year,,
LPD5bca0dec,Asia-KARPCS,year,,
LPD06ab34a8,Asia-KATKUW,year,,
LPD943dce13,Asia-KERALA,year,,
LPD183e107c,Asia-KHELLS,year,,
LPD53538e91,Asia-KHOGLS,year,,
LPD6087fc8e,Asia-KHOTLS,year,,
LPD26eeb95e,Asia-KHOVLS,year,,
LPD2b9d6bd5,Asia-KJTRJT,year,,
LPD7f7596b7,Asia-KMD,year,,
LPD8af5dbf0,Asia-KOELIU,year,,
LPD6a43b99a,Asia-KOKKIY,year,,
LPD0574bd4b,Asia-KRNKAM,year,,
LPD2d276c88,Asia-KUNASH,year,,
LPDd67f0f3a,Asia-Korumdu.Panyushkina.2005,year,,
LPD7a69c01f,Asia-KunashirIsla.Demezhko.2009,year,,
LPDa3624452,Asia-Kur2.Magda.2011,year,,
LPD52e1e605,Asia-Kur3.Magda.2011,year,,
LPDbc7ae050,Asia-LAJQIN,year,,
LPD3bbd71ec,Asia-LAMIAB,year,,
LPD47fbd787,Asia-LANGTD,year,,
LPD4b895286,Asia-LAYAJR,year,,
LPDcca2075e,Asia-LUKUTD,year,,
LPDf4ce9ef7,Asia-Lake Huguang Maar,year,,
LPDb707986e,Asia-Lake Huguang Maar,age,,
LPDdd69dea3,Asia-Lake Qinghai,year,,
LPDa16aec8b,Asia-Lake Sugan element,year,,
LPD7ffd674c,Asia-Lake Sugan isotopes,year,,
LPDee792e73,Asia-Lake Ximencuo2013xmc5,year,,
LPDebe4aa26,Asia-Lake Ximencuo2013xmc6,year,,
LPD4b4ed68a,Asia-Lake Xing Yun,year,,
LPDd9757beb,Asia-Lianhua Cave,year,,
LPD0a771c54,Asia-Lianhua Cave,age,,
LPD5677668a,Asia-Lowerreaches.Zhang.1980,year,,
LPDfb6d2112,Asia-MAINJT,year,,
LPD5507129d,Asia-MANDLS,year,,
LPDf7f78578,Asia-MANHPS,year,,
LPD1e17d69c,Asia-MAXSIC,year,,
LPDee34e989,Asia-MCCHFH,year,,
LPDc7377f9a,Asia-MHGSTG,year,,
LPDb58727a7,Asia-MJTQJT,year,,
LPDdb676cb7,Asia-MOR1JU,year,,
LPDafca1697,Asia-MOR2JU,year,,
LPD03d0d1a8,Asia-MOR3JU,year,,
LPD372a9002,Asia-MOR4JU,year,,
LPD07d98d1e,Asia-MQACJP,year,,
LPD18270cde,Asia-MQAXJP,year,,
LPDf84187b1,Asia-MQBXJP,year,,
LPDa82e97fa,Asia-MQDXJP,year,,
LPD7d77a647,Asia-MQFXJP,year,,
LPDd61756d6,Asia-MQRXJP,year,,
LPD66241745,Asia-MS.Magda.2011,year,,
LPD728b4c16,Asia-MSFCDD,year,,
LPD03032422,Asia-MSR,year,,
LPD9ee38684,Asia-MTASMD,year,,
LPD1720f7fb,Asia-MTASSP,year,,
LPD0ab973c3,Asia-MUMBAS,year,,
LPD6ed659ee,Asia-MUNATG,year,,
LPD95d7e07b,Asia-MURKJT,year,,
LPD35356707,Asia-MUSPIG,year,,
LPD4442fecb,Asia-Middlereache.Zhang.1980,year,,
LPD26305a97,Asia-NANENG,year,,
LPD748bb7b9,Asia-NARANG,year,,
LPD285123a7,Asia-NARKAB,year,,
LPDa4074fe6,Asia-NASPTD,year,,
LPD0adf077a,Asia-NLTJUE,year,,
LPDbab6710f,Asia-NLTPCS,year,,
LPD49f335e6,Asia-NOGSAK,year,,
LPD42662719,Asia-NYINJT,year,,
LPD07c47718,Asia-ONB,year,,
LPD93dfd84b,Asia-ONONLS,year,,
LPD4f99214d,Asia-OVOOLS,year,,
LPDeab37c6f,Asia-PEMBSP,year,,
LPD1581b78d,Asia-PHUMTD,year,,
LPDdc57b114,Asia-PTCYUN,year,,
LPD8fb54de9,Asia-Puruogangri.Thompson.2006,year,,
LPD41d7f174,Asia-QAMDJT,year,,
LPDd376da35,Asia-QAMDPB,year,,
LPD2a7228e7,Asia-QML,year,,
LPD00c76c67,Asia-QUMAJP,year,,
LPDbd5af177,Asia-RACHAS,year,,
LPD54bf3c3f,Asia-RANGCD,year,,
LPDc7b8c619,Asia-RETIJT,year,,
LPDe37b0fb7,Asia-RIWOPB,year,,
LPD388fdfa6,Asia-SANGTS,year,,
LPDe836a7bf,Asia-SAT1JU,year,,
LPDf7f10577,Asia-SAT2JU,year,,
LPDe777b0c2,Asia-SAT3JU,year,,
LPD846a2433,Asia-SHENJP,year,,
LPD5d863f6d,Asia-SHIESP,year,,
LPD96dc7ce7,Asia-SHIYAT,year,,
LPD59ea6bf7,Asia-SJT,year,,
LPD7513170e,Asia-SMASLY,year,,
LPD9003720b,Asia-SO9039KG/SO1.Munz.2015,year,,
LPD6c770019,Asia-SODAPS,year,,
LPD4ddf8337,Asia-SPKRLS,year,,
LPDb579e2b7,Asia-SUBALS,year,,
LPD7e63995c,Asia-SUMELS,year,,
LPDff230916,Asia-ShihuaCave.Ming.2003,year,,
LPDe7637f28,Asia-SourthandMid.Demezhko.2007,year,,
LPDd0af42ae,Asia-SourthandMid.Demezhko.2014,year,,
LPD9e3b572c,Asia-SouthChina.Wang.1998,year,,
LPD9bc1f8bb,Asia-TANSIC,year,,
LPDd279ede7,Asia-TDAXJP,year,,
LPD7d0e60b2,Asia-TDBXJP,year,,
LPD29456669,Asia-TERELJ,year,,
LPD2315c3ba,Asia-TIANMU,year,,
LPDdd4585dc,Asia-TJ1,year,,
LPD74a3767f,Asia-TKACDD,year,,
LPDbf380b9d,Asia-TKC,year,,
LPDfe607335,Asia-TSHEPS,year,,
LPD1bb75d7f,Asia-TSHETD,year,,
LPDe6759cb2,Asia-TSO,year,,
LPDc07bc6be,Asia-TUCHLS,year,,
LPD42354e09,Asia-Tut2.Magda.2011,year,,
LPD2d28f603,Asia-UKHEWD,year,,
LPD653eaf7e,Asia-UKHEWW,year,,
LPD09c3ebd7,Asia-UKHLWD,year,,
LPDc5357d46,Asia-UKHLWW,year,,
LPDd9f3da48,Asia-UKHMND,year,,
LPD69c1cd67,Asia-UKHMXD,year,,
LPD7abb67f7,Asia-UKHTRW,year,,
LPDd499f188,Asia-ULKEPS,year,,
LPD1ee7c294,Asia-UNDULS,year,,
LPD7d3585cf,Asia-UULEWD,year,,
LPD24a6ff9d,Asia-UULEWW,year,,
LPD69f7eb89,Asia-UULLWD,year,,
LPDe36f6aef,Asia-UULLWW,year,,
LPDa1097fba,Asia-UULMND,year,,
LPD84f70a81,Asia-UULMXD,year,,
LPDe53153a1,Asia-UULTRW,year,,
LPD44d7b9c1,Asia-Ugla.Panyushkina.2005,year,,
LPDfd075937,Asia-Ulagan.Magda.2011,year,,
LPD99708617,Asia-WEXYUN,year,,
LPD77cad037,Asia-WL1,year,,
LPDfc751b83,Asia-WL2,year,,
LPD72b6f0d9,Asia-WL3,year,,
LPD7ab1d053,Asia-WL4,year,,
LPDe179ad0c,Asia-WULANJ,year,,
LPD8a37af71,Asia-WXIYUN,year,,
LPD7a63d763,Asia-Wanxiang Cave,year,,
LPD387b1da2,Asia-Wanxiang Cave,age,,
LPDd39720cc,Asia-XCHSIC,year,,
LPD7072b74e,Asia-XIANGC,year,,
LPDbe13bac8,Asia-XJTCJT,year,,
LPD79da85a6,Asia-YAKHTD,year,,
LPD7edeec00,Asia-YKA,year,,
LPD140757e5,Asia-YKC,year,,
LPD5d528d6a,Asia-YKCOM,year,,
LPD978f1477,Asia-YKS,year,,
LPDd77b7d78,Asia-ZACCDD,year,,
LPD8311e3db,Asia-ZACHTD,year,,
LPDde26f9e8,Asia-ZD31,year,,
LPD0938b997,Asia-ZHANGX,year,,
LPD4709f10e,Asia-ZHD,year,,
LPD40c2d159,Asia-ZHIDJP,year,,
LPD7aa72b4a,Asia-ZMGLPS,year,,
LPDd1f0dd07,Asia-ZNMDLS,year,,
LPDf5c9cc04,Asia-ZSMDLS,year,,
LPDa8fb754e,Asia-ZURTLS,year,,
LPD7c1d0ee8,Asia-ZhejiangandF.Zhang.1980,year,,
LPD23bd0bf5,Aus-Barr_VicCraterLakes,year,,
LPD953cb477,Aus-BawBaw.Brookhouse.2006,year,,
LPD10845426,Aus-BuckleysChan.Buckley.1997,year,,
LPDa3a77239,Aus-CTPEastTasma.Allen.2001,year,,
LPD47fbafc9,Aus-CTPWestTasma.Allen.2001,year,,
LPDf14fc8a7,Aus-Crosta_AdelieLand,year,,
LPD636085f7,Aus-Crosta_AdelieLand,age,,
LPDd67df8eb,Aus-FlanagansHut,year,,
LPD7fdf968e,Aus-Gouramanis_BlueLake,year,,
LPD02871ae1,Aus-Gouramanis_BlueLake,age,,
LPD74f9427d,Aus-Griffiths_LiangLuar,year,,
LPDdd37d2de,Aus-Griffiths_LiangLuar,age,,
LPD318d7782,Aus-Griffiths_LiangLuard18O,year,,
LPD2d94d07b,Aus-Griffiths_LiangLuard18O,age,,
LPD568ec146,Aus-Kauri,year,,
LPDd7498eec,Aus-Kemp_Wimmera,year,,
LPDbbe150d8,Aus-Kemp_Wimmera,age,,
LPD63741116,Aus-Kemp_WimmeraLakes,year,,
LPD27e627d5,Aus-Konecky_LakeLading,year,,
LPD021b7aa7,Aus-Konecky_LakeLading,age,,
LPD9dad721b,Aus-Langton_KauBay,year,,
LPD5aa7b888,Aus-Langton_KauBay,age,,
LPDe614adf3,Aus-Mangawhero,year,,
LPDb7688ab5,Aus-Marx_UpperRuinedHutBog,year,,
LPD1d6c31ed,Aus-Marx_UpperRuinedHutBog,age,,
LPDfd07f8d1,Aus-Marx_UpperSnowy,year,,
LPDfe775b06,Aus-Marx_UpperSnowy,age,,
LPDe7885ff8,Aus-MoaPark,year,,
LPDf7733db7,Aus-Moros_MurrayCanyon,year,,
LPDd873720a,Aus-Moros_MurrayCanyon,age,,
LPD93697220,Aus-MtRead.Cook.2006,year,,
LPD782a02ff,Aus-NI_LIBI_comp1,year,,
LPD08d4dc90,Aus-NI_LIBI_comp2,year,,
LPD6ea6947f,Aus-NTCallitris,year,,
LPDd4a6f14c,Aus-Oroko.Cook.2002,year,,
LPD17cb2758,Aus-PinkPineNZ.Duncan.2010,year,,
LPD72e927ec,Aus-Rodysill_LakeLogung,year,,
LPDa74745ee,Aus-Rodysill_LakeLogung,age,,
LPDce389ea6,Aus-Saunders_RebeccaLagoon,year,,
LPDbc91e082,Aus-Saunders_RebeccaLagoon,age,,
LPD6c4eb644,Aus-Steinke_SundaIslands,year,,
LPDc0a9bf64,Aus-Steinke_SundaIslands,age,,
LPDdc717376,Aus-StewartIslan.DArrigo.1995,year,,
LPD5b8c3a0c,Aus-Takapari,year,,
LPDaf1e8951,Aus-TeakIndonesia,year,,
LPDd269f8f3,Aus-Urewera,year,,
LPD6a1b7c65,Aus-WACallitris,year,,
LPDfb71b912,Aus-Wilkins_Keilambete_Gnotuk,year,,
LPDf8002e77,Aus-Wilkins_Keilambete_Gnotuk,age,,
LPD81e44986,Eur-Alb12,year,,
LPDae94370d,Eur-CentralEu.Buntgen.2011,year,,
LPD9380d777,Eur-CentralEu.Dobrovolny.2010,year,,
LPDa6170b0f,Eur-CentralandEa.Pla.2005,year,,
LPDbe844bf6,Eur-CentralandEa.Pla.2005,age,,
LPDb197b417,Eur-CoastofPortu.Abrantes.2011,year,,
LPD927ad56e,Eur-ECarpathians.Popa.2009,year,,
LPDa4b44067,Eur-FinnishLakes.Helama.2014,year,,
LPD544ed687,Eur-FrenchAlps.Buentgen.2012,year,,
LPD84f3d05b,Eur-Historic.Meier.2007,year,,
LPD92f747ee,Eur-Historic.Wetter.2011,year,,
LPD8750b266,Eur-Jamtland.Gunnarson.2011,year,,
LPDe0d448b3,Eur-LakeSilvapla.Larocque-Tobler.2010,year,,
LPD3f95fe30,Eur-LakeSilvapla.Trachsel.2010,year,,
LPDbd209980,Eur-Lotschental.Buentgen.2006,year,,
LPDafd16479,Eur-NScan.Esper.2012,year,,
LPD5ccc50bf,Eur-NorthIceland.Ran.2011,year,,
LPD21e8dc34,Eur-SPyrenees.Linan.2012,year,,
LPD09c80f85,Eur-Seebergsee.Larocque-Tobler.2012,year,,
LPD297b262d,Eur-SouthIceland.Moffa-Sanchez2014,year,,
LPD540c87db,Eur-Spain.Martin-Chivelet.2011,year,,
LPDa37f9cfe,Eur-SpannagelCave.Mangini.2005,year,,
LPD30708f46,Eur-Stockholm.Leijonhufvud.2010,year,,
LPD7dd76ebb,Eur-Tallinn.Tarand.2001,year,,
LPDf8c7d6bf,Eur-Tat12,year,,
LPD87351655,NAm-Basin_P,year,,
LPDc78c2955,NAm-Basin_P,age,,
LPD7d3ae358,NAm-CTR,year,,
LPDe847770a,NAm-Clear_P,year,,
LPD861633c6,NAm-Clear_P,age,,
LPD06c2e553,NAm-Conroy_L,year,,
LPDc1f24a28,NAm-Conroy_L,age,,
LPDbebb6483,NAm-Dark_L,year,,
LPDdacc75af,NAm-Dark_L,age,,
LPDcdb9b8d1,NAm-FRE,year,,
LPDf1761b9c,NAm-GB,year,,
LPD7c7fd8c8,NAm-GreenLake,year,,
LPDd5f41bde,NAm-Hell_Kt,year,,
LPD5c77cf1b,NAm-Hell_Kt,age,,
LPD364dfaae,NAm-L_Brule,year,,
LPDa7696667,NAm-L_Brule,age,,
LPD8e357847,NAm-LClouds,year,,
LPDd17177c3,NAm-LClouds,age,,
LPD77da654f,NAm-L_Noir,year,,
LPD526bba06,NAm-L_Noir,age,,
LPDe59526cf,NAm-LakeMina,year,,
LPDd1545f7b,NAm-LakeMinasummer,year,,
LPDd2e1bbb2,NAm-LakeMinawinter,year,,
LPD787dac7f,NAm-Little_Pine_L,year,,
LPD1748a395,NAm-Little_Pine_L,age,,
LPDd21f2221,NAm-OCNM,year,,
LPD7adcb8bf,NAm-OCNM,age,,
LPD85c43799,NAm-Ruby_L,year,,
LPD224b6de6,NAm-Ruby_L,age,,
LPD07b583e8,NAm-SFP,year,,
LPD7311cc3e,NAm-SFP,year,,
LPDaaf07871,NAm-SOV,year,,
LPDa07b8939,NAm-STREC,year,,
LPD61644987,NAm-ak001,year,,
LPD3dd49cfe,NAm-ak006,year,,
LPD62c126d7,NAm-ak008,year,,
LPD7e70c984,NAm-ak009,year,,
LPD48302439,NAm-ak010,year,,
LPDdccbdc3f,NAm-ak014,year,,
LPD1a34538f,NAm-ak021,year,,
LPD679b6deb,NAm-ak035,year,,
LPD4c289a6b,NAm-ak039,year,,
LPDe02d76fb,NAm-ak046,year,,
LPDf31687f8,NAm-ak057,year,,
LPD6f4afa57,NAm-ak058,year,,
LPD0e65f741,NAm-ak060,year,,
LPD721746bd,NAm-ak062,year,,
LPD5ff3c9e9,NAm-ak070,year,,
LPDab640894,NAm-ak072,year,,
LPD845aed36,NAm-ak074,year,,
LPDe4f92da7,NAm-ak075,year,,
LPD40369f3b,NAm-ak077,year,,
LPDe82c81d9,NAm-ak078,year,,
LPD1e00fa68,NAm-ak094,year,,
LPDb0ba7752,NAm-ak096,year,,
LPD6e36518d,NAm-ak098,year,,
LPDeb65ade1,NAm-ak102,year,,
LPD824e3275,NAm-ak114,year,,
LPD7519c714,NAm-ak115,year,,
LPD43ad5ca0,NAm-ak116,year,,
LPD96e0777c,NAm-ak117,year,,
LPDaa9f3b42,NAm-ak132,year,,
